rank,description,company_name,state,industry,country,revenue,profits,assets,market_value,profits_rank,assets_rank,market_value_rank,employees,revenue_rank,ceo_name,ceo_title,city,year_founded,web_site
1666,"Asics Corp. engages in the manufacture and sale of sporting goods. It offers sportswear, sports shoes, and sports equipment. It operates through the following geographical segments: Japan, North America, Europe, Greater China, Oceania, Southeast and South Asia, and Other Regions. The company was founded by Kihachiro Onitsuka on September 1, 1949 and is headquartered in Kobe, Japan.",Asics,,Household & Personal Products,Japan,5792,754.1,4024,20142,1393,,1102,9455,,Yasuhito Hirota,Chief Executive Officer,Kobe,1943,http://www.asics.com
1667,"F.I.B.I. Holdings Ltd. is a holding company, which engages in controlling the First International Bank of Israel. It operates through the following segments: Private Banking, Household, Small Business, Medium Business, Large Business, Institutional Entities, and Financial Management. The company was founded on May 11, 1972 and is headquartered in Tel Aviv, Israel.",FIBI Holdings,,Banking,Israel,4379,315.7,87183,3668,,495,,3461,,Jacob Sitt,Chief Executive Officer,Tel Aviv,1972,http://www.fibi.co.il
1667,"F.N.B. Corp. is a financial holding company, which engages in the provision of financial services to consumers, corporations, governments, and small to medium-sized businesses. It operates through the following segments: Community Banking, Wealth Management, Insurance, and Other. The Community Banking segment includes commercial and consumer banking services. The Wealth Management segment delivers wealth management services to individuals, corporations and retirement funds, as well as existing customers of community banking. The Insurance segment is a full-service insurance brokerage agency offering lines of commercial and personal insurance through major carriers. The Other segment offers mezzanine financing options for small to medium-sized businesses that need financial assistance beyond the parameters of typical commercial bank lending products. The company was founded in 1974 and is headquartered in Pittsburgh, PA.",F.N.B.,Pennsylvania,Banking,United States,2699,585.7,50628,6076,1688,808,,4205,,Vincent J. Delie,Chief Executive Officer,Pittsburgh,1974,http://www.fnbcorporation.com
1669,"Cameco Corp. engages in the provision of uranium. It operates through the Uranium and Fuel Services segments. The Uranium segment is involved in the exploration for, mining, milling, purchase, and sale of uranium concentrate. The Fuel Services segment deals with the refining, conversion, and fabrication of uranium concentrate and the purchase and sale of conversion services. The company was founded in 1988 and is headquartered in Saskatoon, Canada.",Cameco,,Materials,Canada,2560,470.7,7241,46832,1996,,501,3082,,Tim Gitzel Gitzel,Chief Executive Officer,Saskatoon,1988,http://www.cameco.com
1669,"New York Community Bancorp, Inc. is a bank holding company, which engages in the provision of multi-family loans on non-luxury rent-regulated buildings that feature below-market rents. It also offers financial products and services to individuals and businesses. The company was founded on July 20, 1993 and is headquartered in Westbury, NY.",Flagstar Bank,New York,Banking,United States,4602,-56,87129,5514,,496,,5631,,Joseph M. Otting,CEO,Hicksville,1993,http://www.flagstar.com
1671,"Nishi-Nippon Financial Holdings, Inc. operates as a holdings company which offers investment services through its subsidiaries. It engages in banking business which includes deposit operations, lending operations, securities investment operations, domestic exchange operations, foreign exchange operations. The company was founded on December 1, 1944 and is headquartered in Fukuoka, Japan.",Nishi-nippon Financial Holdings,,Banking,Japan,1425,266.2,87072,3557,,497,,,,Isao Kubota,Chairman,Fukuoka City,,http://www.nnfh.co.jp
1672,"Shengyi Technology Co., Ltd. engages in the design, manufacturing and sale of copper-clad laminates, adhesive sheets, and printed circuit boards. Its products include copper-clad laminates, insulation laminates, metal-based copper-clad laminates, resin-coated copper foils, and cover films. The company was founded on June 27, 1985 and is headquartered in Dongguan, China.",Shengyi Technology,,Capital Goods,China,4359,553.1,5241,31652,1773,,727,14523,,Hong Hui Zeng,Chief Executive Officer,Dongguan,,
1672,"Tata Capital Ltd. is a non-banking financial company. It offers personal loans, home loan, business loan, vehicle loan, loan against securities, loan against property, education loan, credit cards, micro finance, rural individual loan and investment services. Tata Capital and its subsidiaries are engaged in providing, supplying a wide array of services and products in the financial services sector and operates across various areas of business: Commercial Finance, Consumer Loans, Wealth Services and distribution and marketing of Tata Cards. The company was founded on March 08, 1991 and is headquartered in Mumbai, India.",Tata Capital,,Business Services & Supplies,India,3567,548.5,30628,13626,1783,1190,1528,,,Rajiv Inderjit Sabharwal,Chief Executive Officer,Mumbai,1991,
1674,"Ooredoo QPSC engages in the provision of domestic and international telecommunication services. It operates through the following segments: Ooredoo Qatar, Asiacell, Ooredoo Hutchison Asia (OHA), Ooredoo Oman, Ooredoo Algeria, Ooredoo Myanmar, and Others. The Ooredoo Qatar segment provides domestic and international telecommunication services. The Asiacell segment offers mobile telecommunication services in Iraq. The OHA segment is involved in the telecommunication services such as cellular services, fixed telecommunications, multimedia, data communication, and internet services in Indonesia. The Ooredoo Oman segment focuses on mobile and fixed telecommunication services in Oman. The Ooredoo Algeria segment manages mobile and fixed telecommunication services in Algeria. The Ooredoo Myanmar segment markets mobile and fixed telecommunication services in Myanmar. The Others segment includes some of the group’s subsidiaries, which are providers of wireless and telecommunication services. The company was founded on June 29, 1987 and is headquartered in Doha, Qatar.",Ooredoo Q.P.S.C,,Telecommunications Services,Qatar,6853,1073.8,17054,11701,1052,1848,1766,,1837,Aziz Ahemd Al-Uthman Fakhroo,Chief Executive Officer,Doha,1987,http://www.ooredoo.qa
1674,"Yunnan Copper Co., Ltd. engages in the industrial chain of copper business. It specializes in collecting and smelting, production, and sales of copper concentrate and other non-ferrous metal mineral products. The company's products include high purity cathode copper, industrial sulfuric acid, non-agricultural copper sulfate, ammonium sulfate, and gold and silver. Yunnan Copper was founded in 1958 and is headquartered in Kunming, China.",Yunnan Copper,,Materials,China,27418,199.5,10014,6583,,,,9465,500,Cheng Yu Sun,Chief Executive Officer,Kunming,,http://www.yunnan-copper.com
1676,"CECONOMY AG engages in the provision of online platform technology solutions to the consumer electronics industry. The firm's brands include MediaMarkt, Saturn, iBood and Juke. It operates through the following geographical segments: DACH (Germany, Austria, Switzerland, Hungary), Western and Southern Europe, Eastern Europe and Others. The company was founded in 1996 and is headquartered in Dusseldorf, Germany.",Ceconomy,,Retailing,Germany,27031,-64.9,11967,2376,,,,,503,Kai-Ulrich Deissner,Chief Executive Officer,Dusseldorf,2017,http://www.ceconomy.de
1676,"Covivio SA is a property investment company, which owns, operates and manages real estate properties. It operates through following business segments: France Offices, Italy Offices, Hotels in Europe, German Residential, Germany Offices, and Other. The France Offices segment operates office property assets located in France. The Italy Offices segment operates office and commercial property assets located in Italy. The Hotels in Europe segment operates commercial buildings largely in the hotel segment and Hotel Operating properties held by Covivio Hotels. The Germany Residential segment operates residential real estate assets in Germany held by Immeo SE. The Germany Offices segment operates office real estate assets located in Germany held by the Covivio group via its subsidiary Covivio Office Holding. The Other segments includes non-significant activities such as car park rentals and the French residential business. The company was founded on December 2, 1963 and is headquartered in Paris, France.",Covivio,,Diversified Financials,France,1664,833.7,29758,6838,1286,1218,,968,,Christophe Joseph Kullmann,Chief Executive Officer,Paris,1963,http://www.covivio.eu
1678,"GigaDevice Semiconductor, Inc. engages in the research, development, technical support, and sales of flash memory chips and their derivative products. Its products include microcontrollers (MCUs), flash, sensor, and analog. The company was founded on April 6, 2005 and is headquartered in Beijing, China.",Giga Device Semiconductor,,Semiconductors,China,1624,408.9,4020,46358,,,504,2333,,Wei He,Chief Executive Officer,Beijing,2005,
1678,"XPO, Inc. engages in the provision of freight transportation services. It operates through the North American Less-Than-Truckload (North American LTL) and European Transportation segments. The North American LTL segment offers trailer manufacturing operations and domestic and cross-border services to and from the United States, Mexico, Canada, and the Caribbean. The European Transportation segment provides truckload, less-than-truckload, truck brokerage, managed transportation, last mile, freight forwarding, and multimodal solutions, such as road-trail and road-shirt sea combinations, to the consumer, trade, and industrial markets. The company was founded by Michael Welch and Keith Avery in May 1989 and is headquartered in Greenwich, CT.",XPO,Connecticut,Transportation,United States,8298,348,8183,23979,,,939,22500,1566,Mario A. Harik,Chief Executive Officer,Greenwich,1989,http://www.xpo.com
1680,"UNIQA Insurance Group AG is a holding company, which engages in the provision of insurance products and services. It operates through the following business segments: UNIQA Austria, UNIQA International, Reinsurance, and Group Functions. The UNIQA Austria segment refers to the Austrian insurance business. The UNIQA International segment consists of all international primary insurance companies and an international service company, as well as investment management companies and pension funds. The Reinsurance segment covers the UNIQA Re AG and and the reinsurance business of UNIQA Insurance Group AG. The Group Function segment includes the remaining items for UNIQA Insurance Group AG, such as investment income and administrative costs, as well as all other remaining Austrian and foreign service companies. The company was founded in 1811 and is headquartered in Vienna, Austria.",Uniqa,,Insurance,Austria,9186,479.5,34847,6083,1978,1080,,15866,1449,Andreas Brandstetter,Chief Executive Officer,Vienna,1922,http://www.uniqagroup.com
1681,"Booz Allen Hamilton Holding Corp. engages in the provision of management and technology consulting services. It offers analytics, digital solutions, engineering, and cyber expertise. The company was founded by Edwin Booz in 1914 and is headquartered in McLean, VA.",Booz Allen Hamilton Holding,Virginia,Business Services & Supplies,United States,11409,832.8,7051,8764,1289,,,35800,1218,Horacio D. Rozanski,Chief Executive Officer,McLean,1914,http://www.boozallen.com
1682,"AECOM engages in the design, manufacture, financing, and operation of infrastructure assets for governments, businesses, and organizations. It operates through the following segments: Americas, International, and AECOM Capital. The Americas segment deals with planning, consulting, architectural and engineering design, construction management, and program management services to public and private clients in the United States, Canada, and Latin America in major end markets such as transportation, water, government, facilities, environmental, and energy. The International segment focuses on planning, consulting, architectural and engineering design services and program management to public and private clients in Europe, the Middle East, India, Africa, and the Asia-Australia-Pacific regions in major end markets such as transportation, water, government, facilities, environmental, and energy. The AECOM Capital segment is involved in investing and developing real estate projects. The company was founded on January 31, 1980 and is headquartered in Dallas, TX.",AECOM,Texas,Construction,United States,15986,619.7,12007,9165,1616,,,51000,892,W. Troy Rudd,Chief Executive Officer,Dallas,1980,http://www.aecom.com
1683,"CapitaLand Integrated Commercial Trust operates as a real estate investment trust, which engages in investments in income-producing assets for retail purposes. It operates through the following segments: Retail, Office, and Integrated Developments. The Retail segment manages the retail properties in Singapore. The Office segment includes management of office properties in Singapore and Germany. The Integrated Developments segment is involved in management of retail and office properties in Singapore. The company was founded on October 29, 2001 and is headquartered in Singapore.",CapitaLand Integrated Commercial Trust,,Diversified Financials,Singapore,1251,717.4,21331,14104,1454,1567,1489,,,Choon Siang Tan,Chief Executive Officer,Singapore,2001,http://www.cmt.com.sg
1683,"Geberit AG engages in the development, manufacture, and distribution of sanitary products and systems for the residential and industrial construction industry. It operates through the following segments: Installation and Flushing Systems, Piping Systems, and Bathroom Systems. The Installation and Flushing Systems segment includes flushing systems for toilets including cisterns and fittings. The Piping Systems segment focuses on the building drainage and supply systems and comprises all piping technology found in buildings for drinking water, heating, gas and other media. The Bathroom Systems segment product areas refers to the virtually all relevant furnishings in a bathroom such as bathroom ceramics, furniture, showers, bathtubs, taps and controls, and shower toilets. The company was founded by Caspar Melchior Albert Gebert in 1874 and is headquartered in Rapperswil-Jona, Switzerland.",Geberit,,Construction,Switzerland,3808,719.8,4870,21075,1450,,1059,11278,,Christian Buhl,Chief Executive Officer,Rapperswil-Jona,1874,http://www.geberit.de
1685,"Adecco Group AG is a talent advisory and solutions company, which engages in human capital solutions including flexible placement, permanent placement, career transition, outsourcing, consulting, training, up-/re-skilling, and other services. It operates through the following geographical segments: Adecco France, Adecco Northern Europe, Adecco DACH, Adecco Southern Europe and EEMENA, Adecco Americas, Adecco APAC, Adecco, Akkodis, and LHH. The company was founded by Henri Lavanchy in 1957 and is headquartered in Zurich, Switzerland.",Adecco Group,,Business Services & Supplies,Switzerland,26841,351.1,13851,3291,,,,34000,510,Denis Machuel,Chief Executive Officer,Zurich,1996,http://www.adeccogroup.com
1686,"Moore Threads Technology Co. Ltd. engaged in the research and development, design and sales of GPUs and related products. The firm provides computing acceleration platforms for high performance computing fields such as AI, digital twins, and scientific computing, with its self-developed full-featured GPU as the core. Its products include fusion intelligent computing center, system & equipment, full-featured GPU/ graphics card, software and applications and models. The company was founded by Zhang Jian Zhong, Zhou Yuan and Zhang Yubo on June 11, 2020 and is headquartered in Beijing, China.",Moore Threads Technology,,Semiconductors,China,209,-139.2,2242,45889,,,512,1274,,Jian Zhong Zhang,Chief Executive Officer,Beijing,2020,
1687,"Hachijuni Nagano Bank, Ltd. engages in the provision of banking and financial services. It operates through the following segments: Banking, Leasing, and Others. The Banking segment offers deposits, loans, domestic and foreign exchange, loan guarantees, and credit card business. The Leasing segment provides financial and operating leases. The Others segment includes securities and venture capital investment management business. The company was founded on August 1, 1931 and is headquartered in Nagano, Japan.",Hachijuni Bank,,Banking,Japan,1754,428.5,85200,6844,,513,,,,Masaki Matsushita,CEO,Nagano,1931,http://www.82bank.co.jp
1687,"Suzhou TFC Optical Communication Co., Ltd. engages in the research, development, manufacturing, marketing of fiber optic components. Its products include zirconia ceramics, CNC precision metal parts, receptacles, isolators, injection molding, optical fiber adaptors, coating, and lens array products. The company was founded by Zhi Nong Zou and Guo Dong Zhu in 1993 and is headquartered in Suzhou, China.",Suzhou TFC Optical Communication,,Semiconductors,China,781,305.8,1011,45799,,,513,5127,,Yang Ou,Chief Executive Officer,Suzhou,2005,
1689,"Kyushu Financial Group, Inc. engages in the financial service business. It operates through the following business segments: Banking, Leasing and Others. The Banking business segment involves deposit, lending, securities investment, domestic exchange, foreign exchange, agency service and sale of public bonds, securities investment trusts, and insurance products. The Leasing business segment handles the lease and lending business. The Others segment covers credit card operations, accounting outsourcing, software development, credit guarantee, and financial commodity trading business. The company was founded on June 23, 2015 and in headquartered in Kumamoto, Japan.",Kyushu Financial Group,,Banking,Japan,1626,250,85018,3786,,514,,,,Takahiro Kai,Chairman,Kumamoto,2015,http://www.kyushu-fg.co.jp
1690,"The Mosaic Co. engages in the production and marketing of concentrated phosphate and potash crop nutrients. It operates through the following segments: Phosphates, Potash, and Mosaic Fertilizantes. The Phosphates segment is involved in the ownership and operation of mines and production facilities which produce concentrated phosphate crop nutrients and phosphate-based animal feed ingredients, and processing plants which produce concentrated phosphate crop nutrients. The Potash segment includes mining, processing, and selling potash. The Mosaic Fertilizantes segment focuses on mines, chemical plants, crop nutrient blending and bagging facilities, port terminals, and warehouses. The company was founded on March 25, 2004 and is headquartered in Tampa, FL.",Mosaic,Florida,Chemicals,United States,12430,45,24568,6916,,1389,,13249,1127,Bruce M Bodine,Chief Executive Officer,Tampa,2004,http://www.mosaicco.com
1691,"Norwegian Cruise Line Holdings Ltd. engages in the provision of cruise travel services. It offers cruise experiences for travelers with itineraries in Europe, Asia, Australia, New Zealand, South America, Africa, Canada, Bermuda, Caribbean, Alaska and Hawaii. Its brands include Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises. The company was founded in 1966 and is headquartered in Miami, FL.",Norwegian Cruise Line Holdings,Florida,"Hotels, Restaurants & Leisure",United States,10031,568.2,23795,7125,1744,1426,,44500,1348,John W. Chidsey,Chief Executive Officer,Miami,1966,http://www.nclhltd.com
1692,"Randstad NV engages in the provision of solutions in the fields of flexible work and human resources services. It operates through the following segments: North America, Netherlands, Germany, Belgium and Luxembourg, Other North European Countries, Northern Europe, France, Italy, Iberia; Other South European countries, UK and Latin America; Southern Europe, UK & Latin America, Asia Pacific, and Corporate. The company was founded by Frits Goldschmeding in 1960 and is headquartered in Diemen, the Netherlands.",Randstad N.V.,,Business Services & Supplies,Netherlands,26574,329.1,12316,4930,,,,38480,517,Alexander M. van't Noordende,Chief Executive Officer,Diemen,1960,http://www.randstad.com
1693,"Motor Oil (Hellas) Corinth Refineries SA engages in the oil refinery and distribution of petroleum products. It operates through the following segments: Refining, Fuel’s Marketing, Power and Gas and Other Activities. The company was founded by Vardis Ioanni Vardinoyannis and Georgios Paraschos Aleksandridis on May 7, 1970 and is headquartered in Marousi, Greece.",Motor Oil,,Oil & Gas Operations,Greece,12959,730.8,9442,4480,1433,,,4310,1086,Ioannis Vardi Vardinoyannis,Chief Executive Officer,Marousi,1970,http://www.moh.gr
1694,"Jiangxi Bank Co., Ltd. engages in the provision of banking services. Its businesses include personal finance, microfinance, corporate finance, and other aspects. It operates through the following segments: Corporate Banking, Retail Banking and Credit Card, Financial Markets Business, and Others. The Corporate Banking segment is involved in the provision of a range of financial products and services to corporations, government agencies, and financial institutions. The Retail Banking and Credit Card segment focuses on the financial products and services to retail customers. The Financial Markets Business segment covers financial markets business operations. The Others segment refers to the assets, liabilities, income, and expenses which cannot be directly attributable or cannot be allocated to a segment on a reasonable basis. The company was founded on December 31, 1997 and is headquartered in Nanchang, China.",Jiangxi Bank,,Banking,China,2638,83.2,84337,515,,519,,5656,,Xiao Ming Chen,Chairman,Nanchang,1997,http://www.jx-bank.com
1695,"Cholamandalam Investment & Finance Co. Ltd. engages in the provision of financial services. It operates through the following segments: Vehicle Finance Loans, Loan Against Property, Home Loans, and Other Loans. The Vehicle Finance Loans segment includes loans to customers against purchase of new/used vehicles, tractors, construction equipment, and loan to automobile dealers. The Home Loans segment includes loans given for acquisition of residential property. The Loan Against Property segment includes loans to customer against immovable property. The Other Loans segment involves loans against shares and other unsecured loans. The company was founded on August 17, 1978 and is headquartered in Chennai, India.",Cholamandalam Investment and Finance,,Business Services & Supplies,India,3569,592.2,25878,13741,1673,1334,1517,,,Ravindra Kumar Kundu,Chief Executive Officer,Chennai,,
1696,"Goodyear Tire & Rubber Co. engages in the development, manufacture, distribution, and sale of tires. It operates through the following geographical segments: Americas, Europe, Middle East, and Africa, and Asia Pacific. The Americas segment is involved in the development, manufacture, distribution, and sale of tires and related products and services in North, Central, and South America. The Europe, Middle East, and Africa segment focuses on the development, manufacture, distribution, and sale of tires for automobiles, trucks, buses, aircraft, motorcycles, earthmoving, mining, and industrial equipment throughout Europe, the Middle East, and Africa. The Asia Pacific segment refers to the development, manufacture, distribution, and sales of tires for automobiles, trucks, buses, aircraft, farm, earthmoving, mining, and industrial equipment throughout the Asia Pacific region. The company was founded by Frank A. Seiberling on August 29, 1898 and is headquartered in Akron, OH.",Goodyear,Ohio,Consumer Durables,United States,17908,-2085,18469,1621,,1742,,63000,782,Mark W. Stewart,Chief Executive Officer,Akron,1898,http://www.goodyear.com
1696,"SEGRO Plc is a real estate investment trust, which engages in owning, managing, and developing modern warehouses and light industrial properties. The firm offers big box, third party logistics and transport companies, manufacturers, data center operators, and wholesalers. The company was founded by Percival Perry and Noel Mobbs on May 19, 1920 and is headquartered in London, the United Kingdom.",Segro,,Diversified Financials,United Kingdom,957,726.2,24454,12311,1443,1396,1686,,,David John Rivers Sleath,Chief Executive Officer,London,1920,http://www.segro.com
1698,"Banco BBVA Perú SA engages in banking and financial services. It offers a wide range of products including savings and investment solutions such as savings, term, salary, and current accounts, bank certificates, mutual funds, and variable interest deposits; payment instruments like debit, credit, and prepaid cards; various lending options including consumer, mortgage, vehicle, education, and commercial loans; and insurance products covering life, health, retirement, assets, and unemployment. The company was founded on August 20, 1951 and is headquartered in Lima, Peru.",Banco BBVA Peru,,Banking,Peru,3160,738.6,34099,5048,1419,1106,,,,Fernando Eguiluz Lozano,Chief Executive Officer,Lima,,http://www.bbvacontinental.pe
1698,"Unisplendour Corp. Ltd. engages in the computer business with scanner as the core, software development and sales business. Its products include optical storage, scanners, engineering, computer, network engineering, portal, software products and peripheral equipment and appliances. The company was founded on March 18, 1999 and is headquartered in Beijing, China.",Unisplendour,,Technology Hardware & Equipment,China,14634,299.2,14928,13412,,,1553,16253,972,Hong Tao Wang,Chief Executive Officer,Beijing,1988,http://www.unis.cn
1700,"North Pacific Bank, Ltd. engages in the provision of banking and financial services. It operates through the following segments: Banking, Leasing, and Others. The Banking segment deals with deposits, loans, and securities. The Leasing segment involves with leasing and lending of information-related equipment, industrial machinery, machine tools, medical and commercial equipment, automobile, and other financial products. The Others segment includes credit guarantee business. The company was founded on August 20, 1917 and is headquartered in Sapporo, Japan.",North Pacific Bank,,Banking,Japan,1187,169.9,83420,2347,,525,,,,Hirotsune Tsuyama,Chief Executive Officer,Sapporo,1917,http://www.hokuyobank.co.jp
1701,"Fastighets AB Balder engages in the acquisition, development and management of residential and commercial properties. It operates through the following segments: Helsinki, Stockholm, Gothenburg, Copenhagen, South, East, and North. The company was founded in 1995 and is headquartered in Gothenburg, Sweden.",Fastighets Balder,,Construction,Sweden,1460,817.9,29935,6520,1316,1211,,1151,,Sharam Rahi,Chief Executive Officer,Gothenburg,2005,http://www.balder.se
1701,"Zhejiang Chint Electrics Co., Ltd. engages in the research and development, production, and sales of low-voltage electrical appliances. It focuses on electrical and electronic appliances, instrumentation, and building electrical and automation control systems; production and sales of solar cells and modules, and engineering, procurement and construction (EPC) general contracting; and power station development, construction, operation,and maintenance. The low-voltage electrical appliances include power distribution, terminal, control, and power appliances. The company was founded on August 5, 1997 and is headquartered in Yueqing, China.",Zhejiang Chint Electrics,,Capital Goods,China,9276,648.3,22104,10064,1571,1520,,30214,1437,Guo Liang Chen,Chief Executive Officer,Yueqing,1997,http://www.chint.net
1703,"Yamaguchi Financial Group, Inc. provides banking and other financial services. It operates through the Banking and Others business divisions. The Banking division offers deposits, loans, domestic and foreign exchange, securities trading, and investment securities. The Others division includes securities, credit card, and leasing business. The company was founded on October 2, 2006 and is headquartered in Shimonoseki, Japan.",Yamaguchi Financial,,Banking,Japan,1488,219,82849,3654,,530,,,,Keisuke Mukunashi,Chief Executive Officer,Shimonoseki,1878,http://www.ymfg.co.jp
1704,"Manila Electric Co. engages in the generation and distribution of electricity. It operates through the following segments: Power and Other Services. The Power segment includes electricity distribution, power generation, and retail electricity supply. The Services and Others segment is involved primarily in electricity-related services such as electro-mechanical engineering, construction, consulting, and related manpower as well as light rail-related maintenance services, electronic transaction and bills collection, insurance and electronic business development and energy systems management. The company was founded in 1903 and is headquartered in Pasig, Philippines.",Manila Electric,,Utilities,Philippines,8718,891.8,13659,11506,1218,,1797,,1518,Manuel Velez Pangilinan,Chief Executive Officer,Pasig,1903,http://www.meralco.com.ph
1704,"Masco Corp. designs, manufactures, and distributes branded home improvement and building products. It operates through the Plumbing Products and Decorative Architectural Products segments. The Plumbing Products segment includes faucets, showerheads, handheld showers, valves, bath hardware and accessories, bathing units, shower bases and enclosures, shower drains, steam shower systems, sinks, kitchen accessories, and toilets. The Decorative Architectural Products segment focuses on architectural coatings, including paints, primers, specialty coatings, stains and waterproofing products, and paint applicators and accessories. The company was founded by Alex Manoogian in 1929 and is headquartered in Livonia, MI.",Masco,Michigan,Construction,United States,7679,837,5233,13141,1282,,1581,18000,1670,Jonathon J. Nudi,Chief Executive Officer,Livonia,1929,http://www.masco.com
1706,"BIM Birlesik Magazalar AS engages in operating a chain of retail stores. It offers food items and consumer goods. The company was founded by Mustafa Latif Topbas on May 31, 1995 and is headquartered in Istanbul, Turkey.",BIM Birlesik Magazalar,,Food Markets,Turkey,18229,527.1,8955,10551,1844,,1928,101663,766,Haluk Dortluoglu,Chief Executive Officer,Istanbul,1995,http://www.bim.com.tr
1707,"DapuStor Corp engages in the manufacture, research and development of enterprise-grade solid-state drives (SSD), SOC, and edge computing-related products. Its products have been widely used in servers, cloud computing, AI model training & inference, finance, power, telecom operators and data centers. The company was founded by Yang Ya Fei, Yang Qing and Li Wei Jun and on April 15, 2016 and is headquartered in Shenzhen, China.",DapuStor,,Semiconductors,China,465,1.8,538,43591,,,537,426,,Ya Fei Yang,Chief Executive Officer,Shenzhen,2016,
1707,"Medipal Holdings Corp. manages its group companies which are engaged in the sale of pharmaceuticals, cosmetics, and daily necessities. Its operations are carried out through the following segments: Prescription Pharmaceutical Wholesale Business; Cosmetics, Daily Necessities, and Over-The-Counter (OTC) Pharmaceutical Wholesale Business; and Animal Health Products Wholesale Business. The Prescription Pharmaceutical Wholesale Business segment conducts wholesale business for hospitals, clinics, and dispensing pharmacies. The Cosmetics, Daily Necessities, and OTC Pharmaceutical Wholesale Business segment deals with wholesale business for drugstores, home centers, convenience stores, and supermarkets. The Animal Health Products Wholesale Business segment handles wholesale business for animal hospitals, farms, agricultural cooperatives, and processed food manufacturers. The company was founded on October 8, 1898 and is headquartered in Tokyo, Japan.",Medipal Holdings,,Health Care Equipment & Services,Japan,25332,282.3,12081,3626,,,,,537,Shuichi Watanabe,Chief Executive Officer,Tokyo,1923,http://www.medipal.co.jp
1709,"Grupo Carso SAB de CV is a holding company, which engages in the industrial, retail, infrastructure, energy, and construction businesses. It operates through the following segments: Retail; Industrial and Manufacturing; Infrastructure and Construction; and Energy. The company was founded on October 22, 1980 and is headquartered in Mexico City.",Grupo Carso,,Retailing,Mexico,10311,427.8,14018,18077,,,1219,84665,1321,Antonio Gómez Garcia,Chief Executive Officer,Mexico City,1980,http://www.carso.com.mx
1710,"Host Hotels & Resorts, Inc. is a real estate investment trust, which engages in the management of luxury and upper-upscale hotels. It operates through the following geographical segments: United States, Brazil, and Canada. The company was founded in 1927 and is headquartered in Bethesda, MD.",Host Hotels & Resorts,Maryland,Diversified Financials,United States,6165,1011,13154,14643,1104,,1438,162,,James F. Risoleo,Chief Executive Officer,Bethesda,1927,http://www.hosthotels.com
1711,"Azrieli Group engages in renting, building, and operating landmark office complexes, shopping malls, senior homes, data centers, mixed-use properties, hotels, and long-term rental residences, both in Israel and abroad. It operates through the following segments: Shopping Centers and Malls in Israel, Rental Space for Offices in Israel, Income-Producing Real Estate in the U.S., Senior Homes, and Data Centers. The company was founded by David Azrieli on January 6, 1983 and is headquartered in Tel Aviv, Israel.",Azrieli Group,,Construction,Israel,1152,547.7,19947,19976,1786,1649,1111,449,,Danna Azrieli Hakim,Chief Executive Officer,Tel Aviv,1983,http://www.azrieli.com
1711,"JD Sports Fashion Plc operates as a global omnichannel retailer specializing in sports fashion and outdoor apparel, footwear, and accessories. The company offers a wide portfolio of own-brand and international branded products and serves customers through an integrated network of physical stores, e-commerce platforms, and mobile channels. The company was founded by John Carruthers Wardle and David Martin Makin in 1981 and is headquartered in Bury, the United Kingdom.",JD Sports Fashion,,Retailing,United Kingdom,16811,578.9,13436,4639,1705,,,,840,Régis Andre Schultz,Chief Executive Officer,Bury,,
1713,"Avnet, Inc. engages in the provision of distribution and sale of electronic components. It operates through the Electronic Components and Farnell segments. The Electronic Components segment markets and sells semiconductors, interconnect, passive and electromechanical devices, and integrated components. The Farnell segment focuses on the distribution of electronic components and related products to the electronic system design community utilizing multi-channel sales and marketing resources. The company was founded by Charles Avnet in 1921 and is headquartered in Phoenix, AZ.",Avnet,Arizona,Trading Companies,United States,24955,213.9,13489,6895,,,,14869,545,Philip R. Gallagher,Chief Executive Officer,Phoenix,1921,http://www.avnet.com
1713,"Coeur Mining, Inc. engages in the well-diversified, growing precious metals producer with a focus on generating sustainable, high-quality cash flow and returns from a balanced, prospective asset base in mining-friendly jurisdictions along with commitment to exploration and expansions. It operates through the following segments: Palmarejo, Rochester, Kensington, Wharf and Silvertip. The Palmarejo segment includes a gold-silver complex. The Rochester segment operates an open pit heap leach silver-gold mine in northwestern Nevada. The Kensington segment relates to an underground gold mine located north of Juneau, Alaska. The Wharf segment focuses on an open pit heap leach gold mine located near Lead, South Dakota. The Silvertip segment silver-zinc-lead exploration located in the state of Sonora in northern Mexico. The company was founded in 1928 and is headquartered in Chicago, IL.",Coeur Mining,Illinois,Materials,United States,2565,799.3,15261,18218,1337,1996,1214,2620,,Mitchell J. Krebs,Chief Executive Officer,Chicago,1928,
1715,"Taiwan Business Bank engages in the provision of banking and financial services to small and medium-sized businesses. It operates through the Banking Segment and Securities, Trust, Insurance Agent, and Others segments. The company was founded in June 1915 and is headquartered in Taipei, Taiwan.",Taiwan Business Bank,,Banking,Taiwan,2368,412.6,79930,4900,,549,,5870,,Chih Chien Chang,Chief Executive Officer,Taipei,1950,http://www.tbb.com.tw
1716,"Hangzhou Binjiang Real Estate Group Co., Ltd. engages in the real estate business. Its businesses include real estate development and sales, housing construction, shopping malls and office rental, hydropower installation, and indoor and outdoor decoration. The company was founded in 1992 and is headquartered in Hangzhou, China.",Hangzhou Binjiang Real Estate Group,,Construction,China,10259,274.7,29524,4802,,1225,,1519,1326,Hong Li Zhang,Chief Executive Officer,Hangzhou,1992,http://www.binjiang.com.cn
